yr,r,g,units,value
2007,ct,otr,billions of us dollars (USD),5.1453
2007,ct,ott,billions of us dollars (USD),11.9214
2007,ct,pet,billions of us dollars (USD),2.3424
2007,ct,pip,billions of us dollars (USD),5.1453
2007,ct,pla,billions of us dollars (USD),2.3424
2007,ct,pmt,billions of us dollars (USD),2.3424
2007,ct,ppd,billions of us dollars (USD),2.3424
2007,ct,pri,billions of us dollars (USD),2.3424
2007,ct,pub,billions of us dollars (USD),14.0858
2007,ct,rec,billions of us dollars (USD),6.0951
2007,ct,res,billions of us dollars (USD),7.1377
2007,ct,rnt,billions of us dollars (USD),6.0951
2007,ct,sec,billions of us dollars (USD),12.8797
2007,ct,sle,billions of us dollars (USD),17.301
2007,ct,slg,billions of us dollars (USD),17.301
2007,ct,smn,billions of us dollars (USD),11.9214
2007,ct,soc,billions of us dollars (USD),20.3117
2007,ct,tex,billions of us dollars (USD),4.6346
2007,ct,trk,billions of us dollars (USD),5.1453
2007,ct,trn,billions of us dollars (USD),5.1453
2007,ct,tsv,billions of us dollars (USD),14.0858
2007,ct,use,billions of us dollars (USD),17.301
2007,ct,uti,billions of us dollars (USD),28.9516
2007,ct,wht,billions of us dollars (USD),2.3424
2007,ct,wpd,billions of us dollars (USD),4.0702
2007,ct,wrh,billions of us dollars (USD),14.0858
2007,ct,wst,billions of us dollars (USD),28.9516
2007,ct,wtt,billions of us dollars (USD),5.1453
2007,dc,adm,billions of us dollars (USD),6.5204
2007,dc,agr,billions of us dollars (USD),1.7578
2007,dc,air,billions of us dollars (USD),0.8359
2007,dc,alt,billions of us dollars (USD),0.8988
2007,dc,amb,billions of us dollars (USD),4.7937
2007,dc,amd,billions of us dollars (USD),1.0222
2007,dc,art,billions of us dollars (USD),1.0222
2007,dc,bnk,billions of us dollars (USD),2.0482
2007,dc,brd,billions of us dollars (USD),6.5204
2007,dc,cep,billions of us dollars (USD),0.7084
2007,dc,che,billions of us dollars (USD),0.4486
2007,dc,com,billions of us dollars (USD),6.5204
2007,dc,con,billions of us dollars (USD),0.4486
2007,dc,dat,billions of us dollars (USD),6.5204
2007,dc,edu,billions of us dollars (USD),21.2401
2007,dc,eec,billions of us dollars (USD),0.7084
2007,dc,fbp,billions of us dollars (USD),1.7578
2007,dc,fbt,billions of us dollars (USD),1.7578
2007,dc,fdd,billions of us dollars (USD),3.226
2007,dc,fen,billions of us dollars (USD),3.226
2007,dc,fin,billions of us dollars (USD),2.0482
2007,dc,fmt,billions of us dollars (USD),0.4486
2007,dc,fnd,billions of us dollars (USD),3.226
2007,dc,fof,billions of us dollars (USD),0.7084
2007,dc,fpd,billions of us dollars (USD),0.639
2007,dc,gmt,billions of us dollars (USD),1.4971
2007,dc,grd,billions of us dollars (USD),0.8359
2007,dc,hos,billions of us dollars (USD),4.7937
2007,dc,hou,billions of us dollars (USD),4.3009
2007,dc,ins,billions of us dollars (USD),2.0482
2007,dc,leg,billions of us dollars (USD),6.5204
2007,dc,man,billions of us dollars (USD),6.5204
2007,dc,mch,billions of us dollars (USD),0.4486
2007,dc,min,billions of us dollars (USD),0.6638
2007,dc,mmf,billions of us dollars (USD),0.4486
2007,dc,mot,billions of us dollars (USD),0.8212
2007,dc,mov,billions of us dollars (USD),6.5204
2007,dc,mvt,billions of us dollars (USD),0.8212
2007,dc,nmp,billions of us dollars (USD),0.4486
2007,dc,nrs,billions of us dollars (USD),4.7937
2007,dc,oil,billions of us dollars (USD),0.6638
2007,dc,ore,billions of us dollars (USD),4.3009
2007,dc,osv,billions of us dollars (USD),6.5204
2007,dc,ote,billions of us dollars (USD),0.8212
2007,dc,oth,billions of us dollars (USD),3.226
2007,dc,otr,billions of us dollars (USD),0.8359
2007,dc,ott,billions of us dollars (USD),1.4971
2007,dc,pet,billions of us dollars (USD),0.4486
2007,dc,pip,billions of us dollars (USD),0.8359
2007,dc,pla,billions of us dollars (USD),0.4486
2007,dc,pmt,billions of us dollars (USD),0.4486
2007,dc,ppd,billions of us dollars (USD),0.4486
2007,dc,pri,billions of us dollars (USD),0.4486
2007,dc,pub,billions of us dollars (USD),6.5204
2007,dc,rec,billions of us dollars (USD),1.0222
2007,dc,res,billions of us dollars (USD),1.7188
2007,dc,rnt,billions of us dollars (USD),1.0222
2007,dc,sec,billions of us dollars (USD),2.0482
2007,dc,sle,billions of us dollars (USD),3.226
2007,dc,slg,billions of us dollars (USD),3.226
2007,dc,smn,billions of us dollars (USD),1.4971
2007,dc,soc,billions of us dollars (USD),4.7937
2007,dc,tex,billions of us dollars (USD),0.8988
2007,dc,trk,billions of us dollars (USD),0.8359
2007,dc,trn,billions of us dollars (USD),0.8359
2007,dc,tsv,billions of us dollars (USD),6.5204
2007,dc,use,billions of us dollars (USD),3.226
2007,dc,uti,billions of us dollars (USD),4.3009
2007,dc,wht,billions of us dollars (USD),0.4486
2007,dc,wpd,billions of us dollars (USD),0.639
2007,dc,wrh,billions of us dollars (USD),6.5204
2007,dc,wst,billions of us dollars (USD),4.3009
2007,dc,wtt,billions of us dollars (USD),0.8359
2007,de,adm,billions of us dollars (USD),2.7143
2007,de,agr,billions of us dollars (USD),2.6701
2007,de,air,billions of us dollars (USD),0.7724
2007,de,alt,billions of us dollars (USD),0.9526
2007,de,amb,billions of us dollars (USD),5.0095
2007,de,amd,billions of us dollars (USD),0.97
2007,de,art,billions of us dollars (USD),0.97
2007,de,bnk,billions of us dollars (USD),1.7849
2007,de,brd,billions of us dollars (USD),2.7143
2007,de,cep,billions of us dollars (USD),1.453
2007,de,che,billions of us dollars (USD),0.6558
2007,de,com,billions of us dollars (USD),2.7143
2007,de,con,billions of us dollars (USD),0.6558
2007,de,dat,billions of us dollars (USD),2.7143
2007,de,edu,billions of us dollars (USD),18.4987
2007,de,eec,billions of us dollars (USD),1.453
2007,de,fbp,billions of us dollars (USD),2.6701
2007,de,fbt,billions of us dollars (USD),2.6701
2007,de,fdd,billions of us dollars (USD),3.324
2007,de,fen,billions of us dollars (USD),3.324
2007,de,fin,billions of us dollars (USD),1.7849
2007,de,fmt,billions of us dollars (USD),0.6558
2007,de,fnd,billions of us dollars (USD),3.324
2007,de,fof,billions of us dollars (USD),1.453
2007,de,fpd,billions of us dollars (USD),0.6879
2007,de,gmt,billions of us dollars (USD),1.7956
2007,de,grd,billions of us dollars (USD),0.7724
2007,de,hos,billions of us dollars (USD),5.0095
2007,de,hou,billions of us dollars (USD),5.3177
2007,de,ins,billions of us dollars (USD),1.7849
2007,de,leg,billions of us dollars (USD),2.7143
2007,de,man,billions of us dollars (USD),2.7143
2007,de,mch,billions of us dollars (USD),0.6558
2007,de,min,billions of us dollars (USD),0.9966
2007,de,mmf,billions of us dollars (USD),0.6558
2007,de,mot,billions of us dollars (USD),1.4677
2007,de,mov,billions of us dollars (USD),2.7143
2007,de,mvt,billions of us dollars (USD),1.4677
2007,de,nmp,billions of us dollars (USD),0.6558
2007,de,nrs,billions of us dollars (USD),5.0095
2007,de,oil,billions of us dollars (USD),0.9966
2007,de,ore,billions of us dollars (USD),5.3177
2007,de,osv,billions of us dollars (USD),2.7143
2007,de,ote,billions of us dollars (USD),1.4677
2007,de,oth,billions of us dollars (USD),3.324
2007,de,otr,billions of us dollars (USD),0.7724
2007,de,ott,billions of us dollars (USD),1.7956
2007,de,pet,billions of us dollars (USD),0.6558
2007,de,pip,billions of us dollars (USD),0.7724
2007,de,pla,billions of us dollars (USD),0.6558
2007,de,pmt,billions of us dollars (USD),0.6558
2007,de,ppd,billions of us dollars (USD),0.6558
2007,de,pri,billions of us dollars (USD),0.6558
2007,de,pub,billions of us dollars (USD),2.7143
2007,de,rec,billions of us dollars (USD),0.97
2007,de,res,billions of us dollars (USD),1.9298
2007,de,rnt,billions of us dollars (USD),0.97
2007,de,sec,billions of us dollars (USD),1.7849
2007,de,sle,billions of us dollars (USD),3.324
2007,de,slg,billions of us dollars (USD),3.324
2007,de,smn,billions of us dollars (USD),1.7956
2007,de,soc,billions of us dollars (USD),5.0095
2007,de,tex,billions of us dollars (USD),0.9526
2007,de,trk,billions of us dollars (USD),0.7724
2007,de,trn,billions of us dollars (USD),0.7724
2007,de,tsv,billions of us dollars (USD),2.7143
2007,de,use,billions of us dollars (USD),3.324
2007,de,uti,billions of us dollars (USD),5.3177
2007,de,wht,billions of us dollars (USD),0.6558
2007,de,wpd,billions of us dollars (USD),0.6879
2007,de,wrh,billions of us dollars (USD),2.7143
2007,de,wst,billions of us dollars (USD),5.3177
2007,de,wtt,billions of us dollars (USD),0.7724
2007,fl,adm,billions of us dollars (USD),48.8051
2007,fl,agr,billions of us dollars (USD),48.0175
2007,fl,air,billions of us dollars (USD),15.3821
2007,fl,alt,billions of us dollars (USD),16.9403
2007,fl,amb,billions of us dollars (USD),90.8924
2007,fl,amd,billions of us dollars (USD),19.7117
2007,fl,art,billions of us dollars (USD),19.7117
2007,fl,bnk,billions of us dollars (USD),50.0852
2007,fl,brd,billions of us dollars (USD),48.8051
2007,fl,cep,billions of us dollars (USD),23.9576
2007,fl,che,billions of us dollars (USD),8.4825
2007,fl,com,billions of us dollars (USD),48.8051
2007,fl,con,billions of us dollars (USD),8.4825
2007,fl,dat,billions of us dollars (USD),48.8051
2007,fl,edu,billions of us dollars (USD),375.7304
2007,fl,eec,billions of us dollars (USD),23.9576
2007,fl,fbp,billions of us dollars (USD),48.0175
2007,fl,fbt,billions of us dollars (USD),48.0175
2007,fl,fdd,billions of us dollars (USD),38.568
2007,fl,fen,billions of us dollars (USD),38.568
2007,fl,fin,billions of us dollars (USD),50.0852
2007,fl,fmt,billions of us dollars (USD),8.4825
2007,fl,fnd,billions of us dollars (USD),38.568
2007,fl,fof,billions of us dollars (USD),23.9576
2007,fl,fpd,billions of us dollars (USD),21.2382
2007,fl,gmt,billions of us dollars (USD),45.5604
2007,fl,grd,billions of us dollars (USD),15.3821
2007,fl,hos,billions of us dollars (USD),90.8924
2007,fl,hou,billions of us dollars (USD),106.4413
2007,fl,ins,billions of us dollars (USD),50.0852
2007,fl,leg,billions of us dollars (USD),48.8051
2007,fl,man,billions of us dollars (USD),48.8051
2007,fl,mch,billions of us dollars (USD),8.4825
2007,fl,min,billions of us dollars (USD),17.4081
2007,fl,mmf,billions of us dollars (USD),8.4825
2007,fl,mot,billions of us dollars (USD),27.964
2007,fl,mov,billions of us dollars (USD),48.8051
2007,fl,mvt,billions of us dollars (USD),27.964
2007,fl,nmp,billions of us dollars (USD),8.4825
2007,fl,nrs,billions of us dollars (USD),90.8924
2007,fl,oil,billions of us dollars (USD),17.4081
2007,fl,ore,billions of us dollars (USD),106.4413
2007,fl,osv,billions of us dollars (USD),48.8051
2007,fl,ote,billions of us dollars (USD),27.964
2007,fl,oth,billions of us dollars (USD),38.568
2007,fl,otr,billions of us dollars (USD),15.3821
2007,fl,ott,billions of us dollars (USD),45.5604
2007,fl,pet,billions of us dollars (USD),8.4825
2007,fl,pip,billions of us dollars (USD),15.3821
2007,fl,pla,billions of us dollars (USD),8.4825
2007,fl,pmt,billions of us dollars (USD),8.4825
2007,fl,ppd,billions of us dollars (USD),8.4825
2007,fl,pri,billions of us dollars (USD),8.4825
2007,fl,pub,billions of us dollars (USD),48.8051
2007,fl,rec,billions of us dollars (USD),19.7117
2007,fl,res,billions of us dollars (USD),44.4126
2007,fl,rnt,billions of us dollars (USD),19.7117
2007,fl,sec,billions of us dollars (USD),50.0852
2007,fl,sle,billions of us dollars (USD),38.568
2007,fl,slg,billions of us dollars (USD),38.568
2007,fl,smn,billions of us dollars (USD),45.5604
2007,fl,soc,billions of us dollars (USD),90.8924
2007,fl,tex,billions of us dollars (USD),16.9403
2007,fl,trk,billions of us dollars (USD),15.3821
2007,fl,trn,billions of us dollars (USD),15.3821
2007,fl,tsv,billions of us dollars (USD),48.8051
2007,fl,use,billions of us dollars (USD),38.568
2007,fl,uti,billions of us dollars (USD),106.4413
2007,fl,wht,billions of us dollars (USD),8.4825
2007,fl,wpd,billions of us dollars (USD),21.2382
2007,fl,wrh,billions of us dollars (USD),48.8051
2007,fl,wst,billions of us dollars (USD),106.4413
2007,fl,wtt,billions of us dollars (USD),15.3821
2007,ga,adm,billions of us dollars (USD),26.2056
2007,ga,agr,billions of us dollars (USD),21.7798
2007,ga,air,billions of us dollars (USD),6.2995
2007,ga,alt,billions of us dollars (USD),9.8912
2007,ga,amb,billions of us dollars (USD),38.6959
2007,ga,amd,billions of us dollars (USD),8.9577
2007,ga,art,billions of us dollars (USD),8.9577
2007,ga,bnk,billions of us dollars (USD),19.7926
2007,ga,brd,billions of us dollars (USD),26.2056
2007,ga,cep,billions of us dollars (USD),8.408
2007,ga,che,billions of us dollars (USD),4.8489
2007,ga,com,billions of us dollars (USD),26.2056
2007,ga,con,billions of us dollars (USD),4.8489
2007,ga,dat,billions of us dollars (USD),26.2056
2007,ga,edu,billions of us dollars (USD),165.0175
2007,ga,eec,billions of us dollars (USD),8.408
2007,ga,fbp,billions of us dollars (USD),21.7798
2007,ga,fbt,billions of us dollars (USD),21.7798
2007,ga,fdd,billions of us dollars (USD),23.964
2007,ga,fen,billions of us dollars (USD),23.964
2007,ga,fin,billions of us dollars (USD),19.7926
2007,ga,fmt,billions of us dollars (USD),4.8489
2007,ga,fnd,billions of us dollars (USD),23.964
2007,ga,fof,billions of us dollars (USD),8.408
2007,ga,fpd,billions of us dollars (USD),9.0593
2007,ga,gmt,billions of us dollars (USD),22.0516
2007,ga,grd,billions of us dollars (USD),6.2995
2007,ga,hos,billions of us dollars (USD),38.6959
2007,ga,hou,billions of us dollars (USD),46.6341
2007,ga,ins,billions of us dollars (USD),19.7926
2007,ga,leg,billions of us dollars (USD),26.2056
2007,ga,man,billions of us dollars (USD),26.2056
2007,ga,mch,billions of us dollars (USD),4.8489
2007,ga,min,billions of us dollars (USD),11.5114
2007,ga,mmf,billions of us dollars (USD),4.8489
2007,ga,mot,billions of us dollars (USD),13.4635
2007,ga,mov,billions of us dollars (USD),26.2056
2007,ga,mvt,billions of us dollars (USD),13.4635
2007,ga,nmp,billions of us dollars (USD),4.8489
2007,ga,nrs,billions of us dollars (USD),38.6959
2007,ga,oil,billions of us dollars (USD),11.5114
2007,ga,ore,billions of us dollars (USD),46.6341
2007,ga,osv,billions of us dollars (USD),26.2056
2007,ga,ote,billions of us dollars (USD),13.4635
2007,ga,oth,billions of us dollars (USD),23.964
2007,ga,otr,billions of us dollars (USD),6.2995
2007,ga,ott,billions of us dollars (USD),22.0516
2007,ga,pet,billions of us dollars (USD),4.8489
2007,ga,pip,billions of us dollars (USD),6.2995
2007,ga,pla,billions of us dollars (USD),4.8489
2007,ga,pmt,billions of us dollars (USD),4.8489
2007,ga,ppd,billions of us dollars (USD),4.8489
2007,ga,pri,billions of us dollars (USD),4.8489
2007,ga,pub,billions of us dollars (USD),26.2056
2007,ga,rec,billions of us dollars (USD),8.9577
2007,ga,res,billions of us dollars (USD),18.4322
2007,ga,rnt,billions of us dollars (USD),8.9577
2007,ga,sec,billions of us dollars (USD),19.7926
2007,ga,sle,billions of us dollars (USD),23.964
2007,ga,slg,billions of us dollars (USD),23.964
2007,ga,smn,billions of us dollars (USD),22.0516
2007,ga,soc,billions of us dollars (USD),38.6959
2007,ga,tex,billions of us dollars (USD),9.8912
2007,ga,trk,billions of us dollars (USD),6.2995
2007,ga,trn,billions of us dollars (USD),6.2995
2007,ga,tsv,billions of us dollars (USD),26.2056
2007,ga,use,billions of us dollars (USD),23.964
2007,ga,uti,billions of us dollars (USD),46.6341
2007,ga,wht,billions of us dollars (USD),4.8489
2007,ga,wpd,billions of us dollars (USD),9.0593
2007,ga,wrh,billions of us dollars (USD),26.2056
2007,ga,wst,billions of us dollars (USD),46.6341
2007,ga,wtt,billions of us dollars (USD),6.2995
2007,hi,adm,billions of us dollars (USD),4.2482
2007,hi,agr,billions of us dollars (USD),4.0252
2007,hi,air,billions of us dollars (USD),1.3286
2007,hi,alt,billions of us dollars (USD),0.9801
2007,hi,amb,billions of us dollars (USD),6.297
2007,hi,amd,billions of us dollars (USD),1.3889
2007,hi,art,billions of us dollars (USD),1.3889
2007,hi,bnk,billions of us dollars (USD),3.2193
2007,hi,brd,billions of us dollars (USD),4.2482
2007,hi,cep,billions of us dollars (USD),1.7975
2007,hi,che,billions of us dollars (USD),0.6752
2007,hi,com,billions of us dollars (USD),4.2482
2007,hi,con,billions of us dollars (USD),0.6752
2007,hi,dat,billions of us dollars (USD),4.2482
2007,hi,edu,billions of us dollars (USD),27.3053
2007,hi,eec,billions of us dollars (USD),1.7975
2007,hi,fbp,billions of us dollars (USD),4.0252
2007,hi,fbt,billions of us dollars (USD),4.0252
2007,hi,fdd,billions of us dollars (USD),5.163
2007,hi,fen,billions of us dollars (USD),5.163
2007,hi,fin,billions of us dollars (USD),3.2193
2007,hi,fmt,billions of us dollars (USD),0.6752
2007,hi,fnd,billions of us dollars (USD),5.163
2007,hi,fof,billions of us dollars (USD),1.7975
2007,hi,fpd,billions of us dollars (USD),1.2679
2007,hi,gmt,billions of us dollars (USD),3.7102
2007,hi,grd,billions of us dollars (USD),1.3286
2007,hi,hos,billions of us dollars (USD),6.297
2007,hi,hou,billions of us dollars (USD),8.5384
2007,hi,ins,billions of us dollars (USD),3.2193
2007,hi,leg,billions of us dollars (USD),4.2482
2007,hi,man,billions of us dollars (USD),4.2482
2007,hi,mch,billions of us dollars (USD),0.6752
2007,hi,min,billions of us dollars (USD),1.0566
2007,hi,mmf,billions of us dollars (USD),0.6752
2007,hi,mot,billions of us dollars (USD),1.622
2007,hi,mov,billions of us dollars (USD),4.2482
2007,hi,mvt,billions of us dollars (USD),1.622
2007,hi,nmp,billions of us dollars (USD),0.6752
2007,hi,nrs,billions of us dollars (USD),6.297
2007,hi,oil,billions of us dollars (USD),1.0566
2007,hi,ore,billions of us dollars (USD),8.5384
2007,hi,osv,billions of us dollars (USD),4.2482
2007,hi,ote,billions of us dollars (USD),1.622
2007,hi,oth,billions of us dollars (USD),5.163
2007,hi,otr,billions of us dollars (USD),1.3286
2007,hi,ott,billions of us dollars (USD),3.7102
2007,hi,pet,billions of us dollars (USD),0.6752
2007,hi,pip,billions of us dollars (USD),1.3286
2007,hi,pla,billions of us dollars (USD),0.6752
2007,hi,pmt,billions of us dollars (USD),0.6752
2007,hi,ppd,billions of us dollars (USD),0.6752
2007,hi,pri,billions of us dollars (USD),0.6752
2007,hi,pub,billions of us dollars (USD),4.2482
2007,hi,rec,billions of us dollars (USD),1.3889
2007,hi,res,billions of us dollars (USD),2.285
2007,hi,rnt,billions of us dollars (USD),1.3889
2007,hi,sec,billions of us dollars (USD),3.2193
2007,hi,sle,billions of us dollars (USD),5.163
2007,hi,slg,billions of us dollars (USD),5.163
2007,hi,smn,billions of us dollars (USD),3.7102
2007,hi,soc,billions of us dollars (USD),6.297
2007,hi,tex,billions of us dollars (USD),0.9801
2007,hi,trk,billions of us dollars (USD),1.3286
2007,hi,trn,billions of us dollars (USD),1.3286
2007,hi,tsv,billions of us dollars (USD),4.2482
2007,hi,use,billions of us dollars (USD),5.163
2007,hi,uti,billions of us dollars (USD),8.5384
2007,hi,wht,billions of us dollars (USD),0.6752
2007,hi,wpd,billions of us dollars (USD),1.2679
2007,hi,wrh,billions of us dollars (USD),4.2482
2007,hi,wst,billions of us dollars (USD),8.5384
2007,hi,wtt,billions of us dollars (USD),1.3286
2007,ia,adm,billions of us dollars (USD),7.1163
2007,ia,agr,billions of us dollars (USD),6.9231
2007,ia,air,billions of us dollars (USD),2.3966
2007,ia,alt,billions of us dollars (USD),2.5121
2007,ia,amb,billions of us dollars (USD),14.0376
2007,ia,amd,billions of us dollars (USD),3.4359
2007,ia,art,billions of us dollars (USD),3.4359
2007,ia,bnk,billions of us dollars (USD),5.5662
2007,ia,brd,billions of us dollars (USD),7.1163
2007,ia,cep,billions of us dollars (USD),3.0897
2007,ia,che,billions of us dollars (USD),1.4829
2007,ia,com,billions of us dollars (USD),7.1163
2007,ia,con,billions of us dollars (USD),1.4829
2007,ia,dat,billions of us dollars (USD),7.1163
2007,ia,edu,billions of us dollars (USD),51.3789
2007,ia,eec,billions of us dollars (USD),3.0897
2007,ia,fbp,billions of us dollars (USD),6.9231
2007,ia,fbt,billions of us dollars (USD),6.9231
2007,ia,fdd,billions of us dollars (USD),9.066
2007,ia,fen,billions of us dollars (USD),9.066
2007,ia,fin,billions of us dollars (USD),5.5662
2007,ia,fmt,billions of us dollars (USD),1.4829
2007,ia,fnd,billions of us dollars (USD),9.066
2007,ia,fof,billions of us dollars (USD),3.0897
2007,ia,fpd,billions of us dollars (USD),2.3567
2007,ia,gmt,billions of us dollars (USD),7.6757
2007,ia,grd,billions of us dollars (USD),2.3966
2007,ia,hos,billions of us dollars (USD),14.0376
2007,ia,hou,billions of us dollars (USD),14.0339
2007,ia,ins,billions of us dollars (USD),5.5662
2007,ia,leg,billions of us dollars (USD),7.1163
2007,ia,man,billions of us dollars (USD),7.1163
2007,ia,mch,billions of us dollars (USD),1.4829
2007,ia,min,billions of us dollars (USD),4.906
2007,ia,mmf,billions of us dollars (USD),1.4829
2007,ia,mot,billions of us dollars (USD),3.9456
2007,ia,mov,billions of us dollars (USD),7.1163
2007,ia,mvt,billions of us dollars (USD),3.9456
2007,ia,nmp,billions of us dollars (USD),1.4829
2007,ia,nrs,billions of us dollars (USD),14.0376
2007,ia,oil,billions of us dollars (USD),4.906
2007,ia,ore,billions of us dollars (USD),14.0339
2007,ia,osv,billions of us dollars (USD),7.1163
2007,ia,ote,billions of us dollars (USD),3.9456
2007,ia,oth,billions of us dollars (USD),9.066
2007,ia,otr,billions of us dollars (USD),2.3966
2007,ia,ott,billions of us dollars (USD),7.6757
2007,ia,pet,billions of us dollars (USD),1.4829
2007,ia,pip,billions of us dollars (USD),2.3966
2007,ia,pla,billions of us dollars (USD),1.4829
2007,ia,pmt,billions of us dollars (USD),1.4829
2007,ia,ppd,billions of us dollars (USD),1.4829
2007,ia,pri,billions of us dollars (USD),1.4829
2007,ia,pub,billions of us dollars (USD),7.1163
2007,ia,rec,billions of us dollars (USD),3.4359
2007,ia,res,billions of us dollars (USD),4.7925
2007,ia,rnt,billions of us dollars (USD),3.4359
2007,ia,sec,billions of us dollars (USD),5.5662
2007,ia,sle,billions of us dollars (USD),9.066
2007,ia,slg,billions of us dollars (USD),9.066
2007,ia,smn,billions of us dollars (USD),7.6757
2007,ia,soc,billions of us dollars (USD),14.0376
2007,ia,tex,billions of us dollars (USD),2.5121
2007,ia,trk,billions of us dollars (USD),2.3966
2007,ia,trn,billions of us dollars (USD),2.3966
2007,ia,tsv,billions of us dollars (USD),7.1163
2007,ia,use,billions of us dollars (USD),9.066
2007,ia,uti,billions of us dollars (USD),14.0339
2007,ia,wht,billions of us dollars (USD),1.4829
2007,ia,wpd,billions of us dollars (USD),2.3567
2007,ia,wrh,billions of us dollars (USD),7.1163
2007,ia,wst,billions of us dollars (USD),14.0339
2007,ia,wtt,billions of us dollars (USD),2.3966
2007,id,adm,billions of us dollars (USD),2.4459
2007,id,agr,billions of us dollars (USD),3.9189
2007,id,air,billions of us dollars (USD),1.2076
2007,id,alt,billions of us dollars (USD),1.161
2007,id,amb,billions of us dollars (USD),5.9923
2007,id,amd,billions of us dollars (USD),1.6031
2007,id,art,billions of us dollars (USD),1.6031
2007,id,bnk,billions of us dollars (USD),3.1456
2007,id,brd,billions of us dollars (USD),2.4459
2007,id,cep,billions of us dollars (USD),1.8124
2007,id,che,billions of us dollars (USD),0.7559
2007,id,com,billions of us dollars (USD),2.4459
2007,id,con,billions of us dollars (USD),0.7559
2007,id,dat,billions of us dollars (USD),2.4459
2007,id,edu,billions of us dollars (USD),23.926
2007,id,eec,billions of us dollars (USD),1.8124
2007,id,fbp,billions of us dollars (USD),3.9189
2007,id,fbt,billions of us dollars (USD),3.9189
2007,id,fdd,billions of us dollars (USD),3.534
2007,id,fen,billions of us dollars (USD),3.534
2007,id,fin,billions of us dollars (USD),3.1456
2007,id,fmt,billions of us dollars (USD),0.7559
2007,id,fnd,billions of us dollars (USD),3.534
2007,id,fof,billions of us dollars (USD),1.8124
2007,id,fpd,billions of us dollars (USD),1.4913
2007,id,gmt,billions of us dollars (USD),3.0892
2007,id,grd,billions of us dollars (USD),1.2076
2007,id,hos,billions of us dollars (USD),5.9923
2007,id,hou,billions of us dollars (USD),7.0363
2007,id,ins,billions of us dollars (USD),3.1456
2007,id,leg,billions of us dollars (USD),2.4459
2007,id,man,billions of us dollars (USD),2.4459
2007,id,mch,billions of us dollars (USD),0.7559
2007,id,min,billions of us dollars (USD),2.0788
2007,id,mmf,billions of us dollars (USD),0.7559
2007,id,mot,billions of us dollars (USD),2.3441
2007,id,mov,billions of us dollars (USD),2.4459
2007,id,mvt,billions of us dollars (USD),2.3441
2007,id,nmp,billions of us dollars (USD),0.7559
2007,id,nrs,billions of us dollars (USD),5.9923
2007,id,oil,billions of us dollars (USD),2.0788
2007,id,ore,billions of us dollars (USD),7.0363
2007,id,osv,billions of us dollars (USD),2.4459
2007,id,ote,billions of us dollars (USD),2.3441
2007,id,oth,billions of us dollars (USD),3.534
2007,id,otr,billions of us dollars (USD),1.2076
2007,id,ott,billions of us dollars (USD),3.0892
2007,id,pet,billions of us dollars (USD),0.7559
2007,id,pip,billions of us dollars (USD),1.2076
2007,id,pla,billions of us dollars (USD),0.7559
2007,id,pmt,billions of us dollars (USD),0.7559
2007,id,ppd,billions of us dollars (USD),0.7559
2007,id,pri,billions of us dollars (USD),0.7559
2007,id,pub,billions of us dollars (USD),2.4459
2007,id,rec,billions of us dollars (USD),1.6031
2007,id,res,billions of us dollars (USD),2.4953
2007,id,rnt,billions of us dollars (USD),1.6031
2007,id,sec,billions of us dollars (USD),3.1456
2007,id,sle,billions of us dollars (USD),3.534
2007,id,slg,billions of us dollars (USD),3.534
2007,id,smn,billions of us dollars (USD),3.0892
2007,id,soc,billions of us dollars (USD),5.9923
2007,id,tex,billions of us dollars (USD),1.161
2007,id,trk,billions of us dollars (USD),1.2076
2007,id,trn,billions of us dollars (USD),1.2076
2007,id,tsv,billions of us dollars (USD),2.4459
2007,id,use,billions of us dollars (USD),3.534
2007,id,uti,billions of us dollars (USD),7.0363
2007,id,wht,billions of us dollars (USD),0.7559
2007,id,wpd,billions of us dollars (USD),1.4913
2007,id,wrh,billions of us dollars (USD),2.4459
2007,id,wst,billions of us dollars (USD),7.0363
2007,id,wtt,billions of us dollars (USD),1.2076
2007,il,adm,billions of us dollars (USD),41.9363
2007,il,agr,billions of us dollars (USD),30.1692
2007,il,air,billions of us dollars (USD),14.5045
2007,il,alt,billions of us dollars (USD),14.5046
2007,il,amb,billions of us dollars (USD),62.98
2007,il,amd,billions of us dollars (USD),16.8166
2007,il,art,billions of us dollars (USD),16.8166
2007,il,bnk,billions of us dollars (USD),31.9798
2007,il,brd,billions of us dollars (USD),41.9363
2007,il,cep,billions of us dollars (USD),14.0485
2007,il,che,billions of us dollars (USD),8.0543
2007,il,com,billions of us dollars (USD),41.9363
2007,il,con,billions of us dollars (USD),8.0543
2007,il,dat,billions of us dollars (USD),41.9363
2007,il,edu,billions of us dollars (USD),273.406
2007,il,eec,billions of us dollars (USD),14.0485
2007,il,fbp,billions of us dollars (USD),30.1692
2007,il,fbt,billions of us dollars (USD),30.1692
2007,il,fdd,billions of us dollars (USD),52.4291
2007,il,fen,billions of us dollars (USD),52.4291
2007,il,fin,billions of us dollars (USD),31.9798
2007,il,fmt,billions of us dollars (USD),8.0543
2007,il,fnd,billions of us dollars (USD),52.4291
2007,il,fof,billions of us dollars (USD),14.0485
2007,il,fpd,billions of us dollars (USD),11.4777
2007,il,gmt,billions of us dollars (USD),32.0648
2007,il,grd,billions of us dollars (USD),14.5045
